name,country_source,longitude,latitude,pixel_x,pixel_y,pixel_x_int,pixel_y_int,centered_x,centered_y,source,source_line
Chicago,"USA, IL",-87.633333,41.866667,1282.87,585.19,1283,585,-1217.13,-414.81,TeX Live pst-geo cities.data,219
Chiclayo,Peru,-79.783333,-6.783333,1391.9,1260.88,1392,1261,-1108.1,260.88,TeX Live pst-geo cities.data,220
Chihuahua,Mexiko,-106.083333,28.633333,1026.62,768.98,1027,769,-1473.38,-231.02,TeX Live pst-geo cities.data,221
Chillan,Chile,-72.166667,-36.616667,1497.69,1675.23,1498,1675,-1002.31,675.23,TeX Live pst-geo cities.data,222
Chimbote,Peru,-78.566667,-9.066667,1408.8,1292.59,1409,1293,-1091.2,292.59,TeX Live pst-geo cities.data,223
Chingola,Sambia,27.883333,-12.516667,2887.27,1340.51,2887,1341,387.27,340.51,TeX Live pst-geo cities.data,224
Chittagong,Bangladesch,91.8,22.333333,3775.0,856.48,3775,856,1275.0,-143.52,TeX Live pst-geo cities.data,225
Chitungwiza,Simbabwe,31.1,-18.0,2931.94,1416.67,2932,1417,431.94,416.67,TeX Live pst-geo cities.data,226
Choluteca,Honduras,-87.166667,13.25,1289.35,982.64,1289,983,-1210.65,-17.36,TeX Live pst-geo cities.data,227
Chon Buri,Thailand,100.983333,13.4,3902.55,980.56,3903,981,1402.55,-19.44,TeX Live pst-geo cities.data,228
Chongjin,Korea Dvr,129.916667,41.833333,4304.4,585.65,4304,586,1804.4,-414.35,TeX Live pst-geo cities.data,229
Chongqing,China,106.583333,29.5,3980.32,756.94,3980,757,1480.32,-243.06,TeX Live pst-geo cities.data,230
Choybalsan,Mongolei,114.533333,48.033333,4090.74,499.54,4091,500,1590.74,-500.46,TeX Live pst-geo cities.data,231
Christchurch,Neuseeland,172.6,-43.583333,4897.22,1771.99,4897,1772,2397.22,771.99,TeX Live pst-geo cities.data,232
Chungli,Taiwan,121.133333,24.916667,4182.41,820.6,4182,821,1682.41,-179.4,TeX Live pst-geo cities.data,233
Chur,Schweiz,9.583333,46.833333,2633.1,516.2,2633,516,133.1,-483.8,TeX Live pst-geo cities.data,234
Cincinnati,"USA, OH",-84.516667,39.1,1326.16,623.61,1326,624,-1173.84,-376.39,TeX Live pst-geo cities.data,235
Circleville,"USA, OH",-83.033333,39.566667,1346.76,617.13,1347,617,-1153.24,-382.87,TeX Live pst-geo cities.data,236
Ciudad Guayana,Venezuela,-62.616667,8.366667,1630.32,1050.46,1630,1050,-869.68,50.46,TeX Live pst-geo cities.data,237
Ciudad Juarez,Mexiko,-106.483333,31.7,1021.06,726.39,1021,726,-1478.94,-273.61,TeX Live pst-geo cities.data,238
Clarksville,"USA, TN",-87.35,36.533333,1286.81,659.26,1287,659,-1213.19,-340.74,TeX Live pst-geo cities.data,239
Cleveland,"USA, OH",-81.7,41.5,1365.28,590.28,1365,590,-1134.72,-409.72,TeX Live pst-geo cities.data,240
Cochabamba,Bolivien,-66.15,-17.4,1581.25,1408.33,1581,1408,-918.75,408.33,TeX Live pst-geo cities.data,241
Coimbra,Portugal,-8.416667,40.2,2383.1,608.33,2383,608,-116.9,-391.67,TeX Live pst-geo cities.data,242
Colombo,Sri Lanka,79.85,6.933333,3609.03,1070.37,3609,1070,1109.03,70.37,TeX Live pst-geo cities.data,243
Colon,Panama,-79.9,9.35,1390.28,1036.81,1390,1037,-1109.72,36.81,TeX Live pst-geo cities.data,244
Colorado Springs,"USA, CO",-104.816667,38.833333,1044.21,627.31,1044,627,-1455.79,-372.69,TeX Live pst-geo cities.data,245
Columbia,"USA, MO",-92.333333,38.95,1217.59,625.69,1218,626,-1282.41,-374.31,TeX Live pst-geo cities.data,246
Columbia,"USA, SC",-81.033333,34.0,1374.54,694.44,1375,694,-1125.46,-305.56,TeX Live pst-geo cities.data,247
Columbus,"USA, GA",-84.983333,32.466667,1319.68,715.74,1320,716,-1180.32,-284.26,TeX Live pst-geo cities.data,248
Columbus,"USA, OH",-83.0,39.966667,1347.22,611.57,1347,612,-1152.78,-388.43,TeX Live pst-geo cities.data,249
Conakry,Guinea,-13.716667,9.516667,2309.49,1034.49,2309,1034,-190.51,34.49,TeX Live pst-geo cities.data,250
Concepcion,Chile,-73.05,-36.833333,1485.42,1678.24,1485,1678,-1014.58,678.24,TeX Live pst-geo cities.data,251
Concepcion,Paraguay,-57.433333,-23.366667,1702.31,1491.2,1702,1491,-797.69,491.2,TeX Live pst-geo cities.data,252
Concord,"USA, NH",-71.533333,43.2,1506.48,566.67,1506,567,-993.52,-433.33,TeX Live pst-geo cities.data,253
Constantine,Algerien,6.666667,36.366667,2592.59,661.57,2593,662,92.59,-338.43,TeX Live pst-geo cities.data,254
Cordoba,Argentinien,-64.183333,-31.4,1608.56,1602.78,1609,1603,-891.44,602.78,TeX Live pst-geo cities.data,255
Cork,Irland,-8.466667,51.9,2382.41,445.83,2382,446,-117.59,-554.17,TeX Live pst-geo cities.data,256
Corozal,Belize,-88.383333,18.383333,1272.45,911.34,1272,911,-1227.55,-88.66,TeX Live pst-geo cities.data,257
Corpus Christi,"USA, TX",-97.4,27.8,1147.22,780.56,1147,781,-1352.78,-219.44,TeX Live pst-geo cities.data,258
Cotonou,Benin,2.516667,6.4,2534.95,1077.78,2535,1078,34.95,77.78,TeX Live pst-geo cities.data,259
Cottbus,Deutschland,14.333333,51.766667,2699.07,447.69,2699,448,199.07,-552.31,TeX Live pst-geo cities.data,260
Craiova,Rumänien,23.783333,44.3,2830.32,551.39,2830,551,330.32,-448.61,TeX Live pst-geo cities.data,261
Cucuta,Kolumbien,-72.516667,7.916667,1492.82,1056.71,1493,1057,-1007.18,56.71,TeX Live pst-geo cities.data,262
Cuenca,Ecuador,-79.0,-2.9,1402.78,1206.94,1403,1207,-1097.22,206.94,TeX Live pst-geo cities.data,263
Curitiba,Brasilien,-49.25,-25.416667,1815.97,1519.68,1816,1520,-684.03,519.68,TeX Live pst-geo cities.data,264
Cuzco,Peru,-71.95,-13.533333,1500.69,1354.63,1501,1355,-999.31,354.63,TeX Live pst-geo cities.data,265
Da Nang,Vietnam,108.233333,16.066667,4003.24,943.52,4003,944,1503.24,-56.48,TeX Live pst-geo cities.data,266
Dachla,Sahara,-15.55,23.833333,2284.03,835.65,2284,836,-215.97,-164.35,TeX Live pst-geo cities.data,267
Dakar,Senegal,-17.433333,14.666667,2257.87,962.96,2258,963,-242.13,-37.04,TeX Live pst-geo cities.data,268
Dallas,"USA, TX",-96.8,32.783333,1155.56,711.34,1156,711,-1344.44,-288.66,TeX Live pst-geo cities.data,269
Daloa,Elfenbeinküste,-6.466667,6.933333,2410.19,1070.37,2410,1070,-89.81,70.37,TeX Live pst-geo cities.data,270
Damaskus,Syrien,36.3,33.5,3004.17,701.39,3004,701,504.17,-298.61,TeX Live pst-geo cities.data,271
Damman,Saudi-Arabien,50.1,26.416667,3195.83,799.77,3196,800,695.83,-200.23,TeX Live pst-geo cities.data,272
Danbury,"USA, CT",-73.466667,41.4,1479.63,591.67,1480,592,-1020.37,-408.33,TeX Live pst-geo cities.data,273
Dangriga,Belize,-88.216667,16.983333,1274.77,930.79,1275,931,-1225.23,-69.21,TeX Live pst-geo cities.data,274
Danzig,Polen,18.666667,54.333333,2759.26,412.04,2759,412,259.26,-587.96,TeX Live pst-geo cities.data,275
Darchan,Mongolei,109.4,46.483333,4019.44,521.06,4019,521,1519.44,-478.94,TeX Live pst-geo cities.data,276
Daressalam,Tansania,39.283333,-6.8,3045.6,1261.11,3046,1261,545.6,261.11,TeX Live pst-geo cities.data,277
Darmstadt,Deutschland,8.65,49.866667,2620.14,474.07,2620,474,120.14,-525.93,TeX Live pst-geo cities.data,278
Davao,Philippinen,125.6,7.066667,4244.44,1068.52,4244,1069,1744.44,68.52,TeX Live pst-geo cities.data,279
David,Panama,-82.433333,8.433333,1355.09,1049.54,1355,1050,-1144.91,49.54,TeX Live pst-geo cities.data,280
Dayton,"USA, OH",-84.2,39.766667,1330.56,614.35,1331,614,-1169.44,-385.65,TeX Live pst-geo cities.data,281
Daytona Beach,"USA, FL",-81.016667,29.216667,1374.77,760.88,1375,761,-1125.23,-239.12,TeX Live pst-geo cities.data,282
Debrecen,Ungarn,21.616667,47.5,2800.23,506.94,2800,507,300.23,-493.06,TeX Live pst-geo cities.data,283
Dehiwala,Sri Lanka,79.866667,6.866667,3609.26,1071.3,3609,1071,1109.26,71.3,TeX Live pst-geo cities.data,284
Deir-Ez-Zor,Syrien,40.083333,35.333333,3056.71,675.93,3057,676,556.71,-324.07,TeX Live pst-geo cities.data,285
Den Haag,Niederlande,4.316667,52.066667,2559.95,443.52,2560,444,59.95,-556.48,TeX Live pst-geo cities.data,286
Denver,"USA, CO",-104.983333,39.75,1041.9,614.58,1042,615,-1458.1,-385.42,TeX Live pst-geo cities.data,287
Des Moines,"USA, IA",-93.616667,41.583333,1199.77,589.12,1200,589,-1300.23,-410.88,TeX Live pst-geo cities.data,288
Dessau,Deutschland,12.25,51.833333,2670.14,446.76,2670,447,170.14,-553.24,TeX Live pst-geo cities.data,289
Detroit,"USA, MI",-83.05,42.333333,1346.53,578.7,1347,579,-1153.47,-421.3,TeX Live pst-geo cities.data,290
Dhaka,Bangladesch,90.416667,23.716667,3755.79,837.27,3756,837,1255.79,-162.73,TeX Live pst-geo cities.data,291
Differdingen,Luxemburg,5.883333,49.533333,2581.71,478.7,2582,479,81.71,-521.3,TeX Live pst-geo cities.data,292
Djerba,Tunesien,10.85,33.866667,2650.69,696.3,2651,696,150.69,-303.7,TeX Live pst-geo cities.data,293
Dodoma,Tansania,35.666667,-6.166667,2995.37,1252.31,2995,1252,495.37,252.31,TeX Live pst-geo cities.data,294
Doha,Katar,51.6,25.25,3216.67,815.97,3217,816,716.67,-184.03,TeX Live pst-geo cities.data,295
Donetzk,Sowjetunion,37.8,48.0,3025.0,500.0,3025,500,525.0,-500.0,TeX Live pst-geo cities.data,296
Dornbirn,Österreich,9.733333,47.416667,2635.19,508.1,2635,508,135.19,-491.9,TeX Live pst-geo cities.data,297
Dortmund,Deutschland,7.45,51.533333,2603.47,450.93,2603,451,103.47,-549.07,TeX Live pst-geo cities.data,298
Douala,Kamerun,9.716667,4.066667,2634.95,1110.19,2635,1110,134.95,110.19,TeX Live pst-geo cities.data,299
Drammen,Norwegen,10.25,59.75,2642.36,336.81,2642,337,142.36,-663.19,TeX Live pst-geo cities.data,300
Dresden,Deutschland,13.75,51.05,2690.97,457.64,2691,458,190.97,-542.36,TeX Live pst-geo cities.data,301
Dschibuti,Dschibuti,45.083333,11.5,3126.16,1006.94,3126,1007,626.16,6.94,TeX Live pst-geo cities.data,302
Dschidda,Saudi-Arabien,39.166667,21.5,3043.98,868.06,3044,868,543.98,-131.94,TeX Live pst-geo cities.data,303
Dubai,Vereinigte Arabische Emirate,55.283333,25.233333,3267.82,816.2,3268,816,767.82,-183.8,TeX Live pst-geo cities.data,304
Dublin,Irland,-6.25,53.333333,2413.19,425.93,2413,426,-86.81,-574.07,TeX Live pst-geo cities.data,305
Duedelingen,Luxemburg,6.083333,49.466667,2584.49,479.63,2584,480,84.49,-520.37,TeX Live pst-geo cities.data,306
Duisburg,Deutschland,6.75,51.433333,2593.75,452.31,2594,452,93.75,-547.69,TeX Live pst-geo cities.data,307
Duluth,"USA, MN",-92.1,46.783333,1220.83,516.9,1221,517,-1279.17,-483.1,TeX Live pst-geo cities.data,308
Dunedin,Neuseeland,170.5,-45.866667,4868.06,1803.7,4868,1804,2368.06,803.7,TeX Live pst-geo cities.data,309
Durban,Südafrika,31.0,-29.883333,2930.56,1581.71,2931,1582,430.56,581.71,TeX Live pst-geo cities.data,310
Durham,"USA, NC",-78.916667,36.0,1403.94,666.67,1404,667,-1096.06,-333.33,TeX Live pst-geo cities.data,311
Durres,Albanien,19.466667,41.3,2770.37,593.06,2770,593,270.37,-406.94,TeX Live pst-geo cities.data,312
Düsseldorf,Deutschland,6.783333,51.216667,2594.21,455.32,2594,455,94.21,-544.68,TeX Live pst-geo cities.data,313
Edinburgh,Großbritannien,-3.2,55.95,2455.56,389.58,2456,390,-44.44,-610.42,TeX Live pst-geo cities.data,314
Edmonton,Kanada,-113.466667,53.55,924.07,422.92,924,423,-1575.93,-577.08,TeX Live pst-geo cities.data,315
Eerdenet,Mongolei,100.583333,46.3,3896.99,523.61,3897,524,1396.99,-476.39,TeX Live pst-geo cities.data,316
Eindhoven,Niederlande,5.5,51.433333,2576.39,452.31,2576,452,76.39,-547.69,TeX Live pst-geo cities.data,317
Eisenstadt,Österreich,16.516667,47.85,2729.4,502.08,2729,502,229.4,-497.92,TeX Live pst-geo cities.data,318
El Alaiun,Sahara,-13.183333,27.166667,2316.9,789.35,2317,789,-183.1,-210.65,TeX Live pst-geo cities.data,320
El Paso,"USA, TX",-106.483333,31.766667,1021.06,725.46,1021,725,-1478.94,-274.54,TeX Live pst-geo cities.data,321
El-Mansoura,Ägypten,31.383333,31.05,2935.88,735.42,2936,735,435.88,-264.58,TeX Live pst-geo cities.data,319
Elizabeth,"USA, NJ",-74.216667,40.666667,1469.21,601.85,1469,602,-1030.79,-398.15,TeX Live pst-geo cities.data,322
Elmira,"USA, NY",-76.8,42.1,1433.33,581.94,1433,582,-1066.67,-418.06,TeX Live pst-geo cities.data,323
Elobied,Sudan,30.166667,13.183333,2918.98,983.56,2919,984,418.98,-16.44,TeX Live pst-geo cities.data,324
Elsinore,Dänemark,12.633333,56.05,2675.46,388.19,2675,388,175.46,-611.81,TeX Live pst-geo cities.data,325
Encarnacion,Paraguay,-55.833333,-27.333333,1724.54,1546.3,1725,1546,-775.46,546.3,TeX Live pst-geo cities.data,326
Enschede,Niederlande,6.916667,52.216667,2596.06,441.44,2596,441,96.06,-558.56,TeX Live pst-geo cities.data,327
Entebbe,Uganda,32.45,0.066667,2950.69,1165.74,2951,1166,450.69,165.74,TeX Live pst-geo cities.data,328
Erfurt,Deutschland,11.033333,50.966667,2653.24,458.8,2653,459,153.24,-541.2,TeX Live pst-geo cities.data,329
Erie,"USA, PA",-80.083333,42.116667,1387.73,581.71,1388,582,-1112.27,-418.29,TeX Live pst-geo cities.data,330
Erlangen,Deutschland,11.016667,49.6,2653.01,477.78,2653,478,153.01,-522.22,TeX Live pst-geo cities.data,331
Esbjerg,Dänemark,8.466667,55.466667,2617.59,396.3,2618,396,117.59,-603.7,TeX Live pst-geo cities.data,332
Esch,Luxemburg,6.0,49.533333,2583.33,478.7,2583,479,83.33,-521.3,TeX Live pst-geo cities.data,333
Escuintla,Guatemala,-90.783333,14.3,1239.12,968.06,1239,968,-1260.88,-31.94,TeX Live pst-geo cities.data,334
Esmeraldas,Ecuador,-79.666667,0.933333,1393.52,1153.7,1394,1154,-1106.48,153.7,TeX Live pst-geo cities.data,335
Espoo,Finnland,24.7,60.166667,2843.06,331.02,2843,331,343.06,-668.98,TeX Live pst-geo cities.data,336
Essen,Deutschland,7.016667,51.45,2597.45,452.08,2597,452,97.45,-547.92,TeX Live pst-geo cities.data,337
Eugene,"USA, OR",-123.083333,44.05,790.51,554.86,791,555,-1709.49,-445.14,TeX Live pst-geo cities.data,338
Evansville,"USA, IN",-87.566667,37.966667,1283.8,639.35,1284,639,-1216.2,-360.65,TeX Live pst-geo cities.data,339
Fairbanks,"USA, AK",-147.716667,64.85,448.38,265.97,448,266,-2051.62,-734.03,TeX Live pst-geo cities.data,340
Faisalabad,Pakistan,73.15,31.416667,3515.97,730.32,3516,730,1015.97,-269.68,TeX Live pst-geo cities.data,341
Fargo,"USA, ND",-96.783333,46.866667,1155.79,515.74,1156,516,-1344.21,-484.26,TeX Live pst-geo cities.data,342
Fayetteville,"USA, NC",-78.883333,35.05,1404.4,679.86,1404,680,-1095.6,-320.14,TeX Live pst-geo cities.data,343
Feldkirch,Österreich,9.6,47.233333,2633.33,510.65,2633,511,133.33,-489.35,TeX Live pst-geo cities.data,344
Fernando De La Mora,Paraguay,-57.6,-25.316667,1700.0,1518.29,1700,1518,-800.0,518.29,TeX Live pst-geo cities.data,345
Fes,Marokko,-5.0,34.083333,2430.56,693.29,2431,693,-69.44,-306.71,TeX Live pst-geo cities.data,346
Fianar,Madagaskar,47.083333,-21.45,3153.94,1464.58,3154,1465,653.94,464.58,TeX Live pst-geo cities.data,347
Flint,"USA, MI",-83.7,43.016667,1337.5,569.21,1338,569,-1162.5,-430.79,TeX Live pst-geo cities.data,348
Florenz,Italien,11.25,43.766667,2656.25,558.8,2656,559,156.25,-441.2,TeX Live pst-geo cities.data,349
Fort Lauderdale,"USA, FL",-80.133333,26.116667,1387.04,803.94,1387,804,-1112.96,-196.06,TeX Live pst-geo cities.data,351
Fort Smith,"USA, AR",-94.416667,35.383333,1188.66,675.23,1189,675,-1311.34,-324.77,TeX Live pst-geo cities.data,352
Fort Wayne,"USA, IN",-85.133333,41.066667,1317.59,596.3,1318,596,-1182.41,-403.7,TeX Live pst-geo cities.data,353
Fort Worth,"USA, TX",-97.333333,32.75,1148.15,711.81,1148,712,-1351.85,-288.19,TeX Live pst-geo cities.data,354
Fort-De-France,Martinique,-61.083333,14.6,1651.62,963.89,1652,964,-848.38,-36.11,TeX Live pst-geo cities.data,350
Fortaleza,Brasilien,-38.583333,-3.75,1964.12,1218.75,1964,1219,-535.88,218.75,TeX Live pst-geo cities.data,355
Francistown,Botswana,27.533333,-21.116667,2882.41,1459.95,2882,1460,382.41,459.95,TeX Live pst-geo cities.data,356
Frankfurt,Deutschland,8.683333,50.116667,2620.6,470.6,2621,471,120.6,-529.4,TeX Live pst-geo cities.data,357
Freeport,Bahamas,-78.7,26.5,1406.94,798.61,1407,799,-1093.06,-201.39,TeX Live pst-geo cities.data,358
Freetown,Sierra Leone,-13.216667,8.483333,2316.44,1048.84,2316,1049,-183.56,48.84,TeX Live pst-geo cities.data,359
Freiburg,Deutschland,7.85,48.0,2609.03,500.0,2609,500,109.03,-500.0,TeX Live pst-geo cities.data,360
Freising,Deutschland,11.733333,48.4,2662.96,494.44,2663,494,162.96,-505.56,TeX Live pst-geo cities.data,361
Fresno,"USA, CA",-119.783333,36.733333,836.34,656.48,836,656,-1663.66,-343.52,TeX Live pst-geo cities.data,362
Fribourg,Schweiz,7.166667,46.833333,2599.54,516.2,2600,516,99.54,-483.8,TeX Live pst-geo cities.data,363
Ft Lauderdale,"USA, FL",-80.133333,26.116667,1387.04,803.94,1387,804,-1112.96,-196.06,TeX Live pst-geo cities.data,364
Ft Smith,"USA, AR",-94.416667,35.383333,1188.66,675.23,1189,675,-1311.34,-324.77,TeX Live pst-geo cities.data,365
Ft Wayne,"USA, IN",-85.133333,41.066667,1317.59,596.3,1318,596,-1182.41,-403.7,TeX Live pst-geo cities.data,366
Ft Worth,"USA, TX",-97.333333,32.75,1148.15,711.81,1148,712,-1351.85,-288.19,TeX Live pst-geo cities.data,367
Fukuoka,Japan,130.35,33.65,4310.42,699.31,4310,699,1810.42,-300.69,TeX Live pst-geo cities.data,368
Funafuti,Tuvalu,179.2,-8.5,4988.89,1284.72,4989,1285,2488.89,284.72,TeX Live pst-geo cities.data,369
Funchal,Portugal,-7.5,40.133333,2395.83,609.26,2396,609,-104.17,-390.74,TeX Live pst-geo cities.data,370
Gaborone,Botswana,25.916667,-24.75,2859.95,1510.42,2860,1510,359.95,510.42,TeX Live pst-geo cities.data,371
Gainesville,"USA, FL",-82.333333,29.666667,1356.48,754.63,1356,755,-1143.52,-245.37,TeX Live pst-geo cities.data,372
Galatz,Rumänien,28.033333,45.45,2889.35,535.42,2889,535,389.35,-464.58,TeX Live pst-geo cities.data,373
Galle,Sri Lanka,80.216667,6.016667,3614.12,1083.1,3614,1083,1114.12,83.1,TeX Live pst-geo cities.data,374
Galveston,"USA, TX",-94.8,29.3,1183.33,759.72,1183,760,-1316.67,-240.28,TeX Live pst-geo cities.data,375
Galway,Irland,-9.05,53.266667,2374.31,426.85,2374,427,-125.69,-573.15,TeX Live pst-geo cities.data,376
Gao,Mali,-0.15,16.316667,2497.92,940.05,2498,940,-2.08,-59.95,TeX Live pst-geo cities.data,377
Garland,"USA, TX",-96.633333,32.9,1157.87,709.72,1158,710,-1342.13,-290.28,TeX Live pst-geo cities.data,378
Gary,"USA, IN",-87.333333,41.6,1287.04,588.89,1287,589,-1212.96,-411.11,TeX Live pst-geo cities.data,379
Gasiantep,Türkei,37.383333,37.1,3019.21,651.39,3019,651,519.21,-348.61,TeX Live pst-geo cities.data,380
Geelong,Australien,144.433333,-38.166667,4506.02,1696.76,4506,1697,2006.02,696.76,TeX Live pst-geo cities.data,381
Gelsenkirchen,Deutschland,7.1,51.516667,2598.61,451.16,2599,451,98.61,-548.84,TeX Live pst-geo cities.data,382
Geneve,Schweiz,6.166667,46.2,2585.65,525.0,2586,525,85.65,-475.0,TeX Live pst-geo cities.data,383
Gent,Belgien,3.7,51.033333,2551.39,457.87,2551,458,51.39,-542.13,TeX Live pst-geo cities.data,384
Genua,Italien,8.933333,44.4,2624.07,550.0,2624,550,124.07,-450.0,TeX Live pst-geo cities.data,385
Georgetown,Guyana,-58.166667,6.766667,1692.13,1072.69,1692,1073,-807.87,72.69,TeX Live pst-geo cities.data,386
Gera,Deutschland,12.083333,50.866667,2667.82,460.19,2668,460,167.82,-539.81,TeX Live pst-geo cities.data,387
Germiston,Südafrika,28.166667,-26.25,2891.2,1531.25,2891,1531,391.2,531.25,TeX Live pst-geo cities.data,388
Gibraltar,Gibraltar,-5.35,36.1,2425.69,665.28,2426,665,-74.31,-334.72,TeX Live pst-geo cities.data,389
Gize,Ägypten,31.166667,30.016667,2932.87,749.77,2933,750,432.87,-250.23,TeX Live pst-geo cities.data,390
Glasgow,Großbritannien,-4.266667,55.85,2440.74,390.97,2441,391,-59.26,-609.03,TeX Live pst-geo cities.data,391
Goeteborg,Schweden,11.966667,57.716667,2666.2,365.05,2666,365,166.2,-634.95,TeX Live pst-geo cities.data,392
Gold Coast,Australien,153.366667,-27.983333,4630.09,1555.32,4630,1555,2130.09,555.32,TeX Live pst-geo cities.data,393
Gorki,Sowjetunion,44.0,56.333333,3111.11,384.26,3111,384,611.11,-615.74,TeX Live pst-geo cities.data,394
Granada,Nicaragua,-85.983333,11.966667,1305.79,1000.46,1306,1000,-1194.21,0.46,TeX Live pst-geo cities.data,396
Grand Forks,"USA, ND",-97.05,47.916667,1152.08,501.16,1152,501,-1347.92,-498.84,TeX Live pst-geo cities.data,397
Grand Rapids,"USA, MI",-85.666667,42.966667,1310.19,569.91,1310,570,-1189.81,-430.09,TeX Live pst-geo cities.data,398
Graz,Österreich,15.366667,47.083333,2713.43,512.73,2713,513,213.43,-487.27,TeX Live pst-geo cities.data,399
Great Falls,"USA, MT",-111.283333,47.5,954.4,506.94,954,507,-1545.6,-493.06,TeX Live pst-geo cities.data,400
Green Bay,"USA, WI",-88.016667,44.516667,1277.55,548.38,1278,548,-1222.45,-451.62,TeX Live pst-geo cities.data,401
Greensboro,"USA, NC",-79.783333,36.066667,1391.9,665.74,1392,666,-1108.1,-334.26,TeX Live pst-geo cities.data,402
Greenville,"USA, SC",-82.4,34.85,1355.56,682.64,1356,683,-1144.44,-317.36,TeX Live pst-geo cities.data,403
Groningen,Niederlande,6.566667,53.216667,2591.2,427.55,2591,428,91.2,-572.45,TeX Live pst-geo cities.data,404
Guadalajara,Mexiko,-103.333333,20.666667,1064.81,879.63,1065,880,-1435.19,-120.37,TeX Live pst-geo cities.data,405
Guangzhou,China,113.25,23.116667,4072.92,845.6,4073,846,1572.92,-154.4,TeX Live pst-geo cities.data,406
Guantanamo,Kuba,-75.166667,19.983333,1456.02,889.12,1456,889,-1043.98,-110.88,TeX Live pst-geo cities.data,407
Guatemala City,Guatemala,-90.516667,14.633333,1242.82,963.43,1243,963,-1257.18,-36.57,TeX Live pst-geo cities.data,408
Guayaquil,Ecuador,-79.833333,-2.166667,1391.2,1196.76,1391,1197,-1108.8,196.76,TeX Live pst-geo cities.data,409
Gujranwala,Pakistan,74.183333,32.1,3530.32,720.83,3530,721,1030.32,-279.17,TeX Live pst-geo cities.data,410
Gulf Port,"USA, MS",-89.083333,30.366667,1262.73,744.91,1263,745,-1237.27,-255.09,TeX Live pst-geo cities.data,411
Gweru,Simbabwe,29.816667,-19.45,2914.12,1436.81,2914,1437,414.12,436.81,TeX Live pst-geo cities.data,412
Gyoer,Ungarn,17.666667,47.683333,2745.37,504.4,2745,504,245.37,-495.6,TeX Live pst-geo cities.data,413
Göttingen,Deutschland,9.933333,51.533333,2637.96,450.93,2638,451,137.96,-549.07,TeX Live pst-geo cities.data,395
Haarlem,Niederlande,4.633333,52.383333,2564.35,439.12,2564,439,64.35,-560.88,TeX Live pst-geo cities.data,414
Hagen,Deutschland,7.466667,51.35,2603.7,453.47,2604,453,103.7,-546.53,TeX Live pst-geo cities.data,415
Haifa,Israel,34.983333,32.816667,2985.88,710.88,2986,711,485.88,-289.12,TeX Live pst-geo cities.data,416
Haiphong,Vietnam,106.683333,20.833333,3981.71,877.31,3982,877,1481.71,-122.69,TeX Live pst-geo cities.data,417
Halle,Deutschland,11.966667,51.466667,2666.2,451.85,2666,452,166.2,-548.15,TeX Live pst-geo cities.data,418
Hallein,Österreich,13.1,47.683333,2681.94,504.4,2682,504,181.94,-495.6,TeX Live pst-geo cities.data,419
Hama,Syrien,36.666667,35.083333,3009.26,679.4,3009,679,509.26,-320.6,TeX Live pst-geo cities.data,420
Hamburg,Deutschland,10.0,53.55,2638.89,422.92,2639,423,138.89,-577.08,TeX Live pst-geo cities.data,421
Hamilton,Bermuda-Inseln,-64.766667,32.283333,1600.46,718.29,1600,718,-899.54,-281.71,TeX Live pst-geo cities.data,422
Hamilton,Kanada,-79.85,43.233333,1390.97,566.2,1391,566,-1109.03,-433.8,TeX Live pst-geo cities.data,423
Hamilton,Neuseeland,175.3,-37.766667,4934.72,1691.2,4935,1691,2434.72,691.2,TeX Live pst-geo cities.data,424
Hamm,Deutschland,7.8,51.683333,2608.33,448.84,2608,449,108.33,-551.16,TeX Live pst-geo cities.data,425
Hampton,"USA, VA",-76.333333,37.016667,1439.81,652.55,1440,653,-1060.19,-347.45,TeX Live pst-geo cities.data,426
Hannover,Deutschland,9.716667,52.366667,2634.95,439.35,2635,439,134.95,-560.65,TeX Live pst-geo cities.data,427
Hanoi,Vietnam,105.85,21.033333,3970.14,874.54,3970,875,1470.14,-125.46,TeX Live pst-geo cities.data,428
Harare,Simbabwe,31.05,-17.833333,2931.25,1414.35,2931,1414,431.25,414.35,TeX Live pst-geo cities.data,429
Harbin,China,126.683333,45.75,4259.49,531.25,4259,531,1759.49,-468.75,TeX Live pst-geo cities.data,430
Hargeisa,Somalia,44.033333,9.516667,3111.57,1034.49,3112,1034,611.57,34.49,TeX Live pst-geo cities.data,431
Harrisburg,"USA, PA",-76.883333,40.266667,1432.18,607.41,1432,607,-1067.82,-392.59,TeX Live pst-geo cities.data,432
Hartford,"USA, CT",-72.683333,41.766667,1490.51,586.57,1491,587,-1009.49,-413.43,TeX Live pst-geo cities.data,433
Havanna,Kuba,-82.366667,23.133333,1356.02,845.37,1356,845,-1143.98,-154.63,TeX Live pst-geo cities.data,434
Heidelberg,Deutschland,8.7,49.416667,2620.83,480.32,2621,480,120.83,-519.68,TeX Live pst-geo cities.data,435
Heilbronn,Deutschland,9.216667,49.133333,2628.01,484.26,2628,484,128.01,-515.74,TeX Live pst-geo cities.data,436
Helena,"USA, MT",-112.033333,46.6,943.98,519.44,944,519,-1556.02,-480.56,TeX Live pst-geo cities.data,437
Helsingborg,Schweden,12.75,56.083333,2677.08,387.73,2677,388,177.08,-612.27,TeX Live pst-geo cities.data,438
Helsinki,Finnland,24.966667,60.166667,2846.76,331.02,2847,331,346.76,-668.98,TeX Live pst-geo cities.data,439
