name,country_source,longitude,latitude,pixel_x,pixel_y,pixel_x_int,pixel_y_int,centered_x,centered_y,source,source_line
Managua,Nicaragua,-86.283333,12.15,1301.62,997.92,1302,998,-1198.38,-2.08,TeX Live pst-geo cities.data,663
Manama,Bahrain,50.633333,26.2,3203.24,802.78,3203,803,703.24,-197.22,TeX Live pst-geo cities.data,664
Manaus,Brasilien,-60.016667,-3.133333,1666.44,1210.19,1666,1210,-833.56,210.19,TeX Live pst-geo cities.data,665
Manchester,Großbritannien,-2.233333,53.466667,2468.98,424.07,2469,424,-31.02,-575.93,TeX Live pst-geo cities.data,666
Manchester,"USA, NH",-71.466667,42.983333,1507.41,569.68,1507,570,-992.59,-430.32,TeX Live pst-geo cities.data,667
Mandalay,Myanmar,96.066667,21.95,3834.26,861.81,3834,862,1334.26,-138.19,TeX Live pst-geo cities.data,668
Manila,Philippinen,120.983333,14.6,4180.32,963.89,4180,964,1680.32,-36.11,TeX Live pst-geo cities.data,669
Manizales,Kolumbien,-75.533333,5.05,1450.93,1096.53,1451,1097,-1049.07,96.53,TeX Live pst-geo cities.data,670
Mannheim,Deutschland,8.466667,49.483333,2617.59,479.4,2618,479,117.59,-520.6,TeX Live pst-geo cities.data,671
Manta,Ecuador,-80.733333,-0.983333,1378.7,1180.32,1379,1180,-1121.3,180.32,TeX Live pst-geo cities.data,672
Maputo,Mosambik,32.583333,-25.966667,2952.55,1527.31,2953,1527,452.55,527.31,TeX Live pst-geo cities.data,673
Mar Del Plata,Argentinien,-57.55,-38.0,1700.69,1694.44,1701,1694,-799.31,694.44,TeX Live pst-geo cities.data,674
Maracaibo,Venezuela,-71.616667,10.666667,1505.32,1018.52,1505,1019,-994.68,18.52,TeX Live pst-geo cities.data,675
Maracay,Venezuela,-67.6,10.25,1561.11,1024.31,1561,1024,-938.89,24.31,TeX Live pst-geo cities.data,676
Maradi,Niger,7.166667,13.483333,2599.54,979.4,2600,979,99.54,-20.6,TeX Live pst-geo cities.data,677
Maroua,Kamerun,14.333333,10.583333,2699.07,1019.68,2699,1020,199.07,19.68,TeX Live pst-geo cities.data,678
Marrakesch,Marokko,-8.0,31.816667,2388.89,724.77,2389,725,-111.11,-275.23,TeX Live pst-geo cities.data,679
Marseille,Frankreich,5.4,43.3,2575.0,565.28,2575,565,75.0,-434.72,TeX Live pst-geo cities.data,680
Maseru,Lesotho,27.483333,-29.316667,2881.71,1573.84,2882,1574,381.71,573.84,TeX Live pst-geo cities.data,681
Mashhad,Iran,52.65,36.683333,3231.25,657.18,3231,657,731.25,-342.82,TeX Live pst-geo cities.data,682
Maskat,Oman,58.633333,23.616667,3314.35,838.66,3314,839,814.35,-161.34,TeX Live pst-geo cities.data,683
Mazar-I-Sharif,Afghanistan,67.1,36.7,3431.94,656.94,3432,657,931.94,-343.06,TeX Live pst-geo cities.data,684
Mbabane,Swasiland,31.133333,-26.333333,2932.41,1532.41,2932,1532,432.41,532.41,TeX Live pst-geo cities.data,685
Mbale,Uganda,34.2,1.066667,2975.0,1151.85,2975,1152,475.0,151.85,TeX Live pst-geo cities.data,686
Mbuji-Mayi,Zaire,23.65,-6.166667,2828.47,1252.31,2828,1252,328.47,252.31,TeX Live pst-geo cities.data,687
Mechelen,Belgien,4.483333,51.033333,2562.27,457.87,2562,458,62.27,-542.13,TeX Live pst-geo cities.data,688
Medan,Indonesien,98.65,3.583333,3870.14,1116.9,3870,1117,1370.14,116.9,TeX Live pst-geo cities.data,689
Medellin,Kolumbien,-74.583333,6.25,1464.12,1079.86,1464,1080,-1035.88,79.86,TeX Live pst-geo cities.data,690
Medina,Saudi-Arabien,39.583333,24.5,3049.77,826.39,3050,826,549.77,-173.61,TeX Live pst-geo cities.data,691
Mekka,Saudi-Arabien,39.816667,21.45,3053.01,868.75,3053,869,553.01,-131.25,TeX Live pst-geo cities.data,692
Meknes,Marokko,-5.616667,33.883333,2421.99,696.06,2422,696,-78.01,-303.94,TeX Live pst-geo cities.data,693
Melbourne,Australien,145.0,-37.833333,4513.89,1692.13,4514,1692,2013.89,692.13,TeX Live pst-geo cities.data,694
Melbourne,"USA, FL",-80.6,28.083333,1380.56,776.62,1381,777,-1119.44,-223.38,TeX Live pst-geo cities.data,695
Memphis,"USA, TN",-90.05,35.15,1249.31,678.47,1249,678,-1250.69,-321.53,TeX Live pst-geo cities.data,696
Mendoza,Argentinien,-68.816667,-32.883333,1544.21,1623.38,1544,1623,-955.79,623.38,TeX Live pst-geo cities.data,697
Merida,Mexiko,-89.616667,20.966667,1255.32,875.46,1255,875,-1244.68,-124.54,TeX Live pst-geo cities.data,698
Meridian,"USA, MS",-88.7,32.366667,1268.06,717.13,1268,717,-1231.94,-282.87,TeX Live pst-geo cities.data,699
Mexicali,Mexiko,-115.5,32.6,895.83,713.89,896,714,-1604.17,-286.11,TeX Live pst-geo cities.data,700
Mexico City,Mexiko,-99.15,19.4,1122.92,897.22,1123,897,-1377.08,-102.78,TeX Live pst-geo cities.data,701
Miami,"USA, FL",-80.2,25.783333,1386.11,808.56,1386,809,-1113.89,-191.44,TeX Live pst-geo cities.data,702
Middletown,"USA, OH",-84.4,39.516667,1327.78,617.82,1328,618,-1172.22,-382.18,TeX Live pst-geo cities.data,703
Midland,"USA, TX",-102.083333,32.0,1082.18,722.22,1082,722,-1417.82,-277.78,TeX Live pst-geo cities.data,704
Milwaukee,"USA, WI",-87.9,43.033333,1279.17,568.98,1279,569,-1220.83,-431.02,TeX Live pst-geo cities.data,705
Mindelo,Kapverden,-25.0,16.9,2152.78,931.94,2153,932,-347.22,-68.06,TeX Live pst-geo cities.data,706
Minneapolis,"USA, MN",-93.266667,44.983333,1204.63,541.9,1205,542,-1295.37,-458.1,TeX Live pst-geo cities.data,707
Minsk,Sowjetunion,27.566667,53.9,2882.87,418.06,2883,418,382.87,-581.94,TeX Live pst-geo cities.data,708
Miskolc,Ungarn,20.783333,48.116667,2788.66,498.38,2789,498,288.66,-501.62,TeX Live pst-geo cities.data,709
Mobile,"USA, AL",-88.05,30.7,1277.08,740.28,1277,740,-1222.92,-259.72,TeX Live pst-geo cities.data,710
Moedling,Österreich,16.466667,48.083333,2728.7,498.84,2729,499,228.7,-501.16,TeX Live pst-geo cities.data,711
Moenchengladbach,Deutschland,6.433333,51.2,2589.35,455.56,2589,456,89.35,-544.44,TeX Live pst-geo cities.data,712
Moers,Deutschland,6.65,51.45,2592.36,452.08,2592,452,92.36,-547.92,TeX Live pst-geo cities.data,713
Mogadischu,Somalia,45.35,2.033333,3129.86,1138.43,3130,1138,629.86,138.43,TeX Live pst-geo cities.data,714
Mombasa,Kenia,39.666667,-4.066667,3050.93,1223.15,3051,1223,550.93,223.15,TeX Live pst-geo cities.data,715
Monaco,Monaco,7.416667,43.733333,2603.01,559.26,2603,559,103.01,-440.74,TeX Live pst-geo cities.data,716
Monroe,"USA, LA",-92.116667,32.5,1220.6,715.28,1221,715,-1279.4,-284.72,TeX Live pst-geo cities.data,717
Monrovia,Liberia,-10.766667,6.333333,2350.46,1078.7,2350,1079,-149.54,78.7,TeX Live pst-geo cities.data,718
Mons,Belgien,3.966667,50.466667,2555.09,465.74,2555,466,55.09,-534.26,TeX Live pst-geo cities.data,719
Monte Carlo,Monaco,7.416667,43.733333,2603.01,559.26,2603,559,103.01,-440.74,TeX Live pst-geo cities.data,720
Montego Bay,Jamaika,-77.933333,18.45,1417.59,910.42,1418,910,-1082.41,-89.58,TeX Live pst-geo cities.data,721
Monterrey,Mexiko,-100.316667,25.666667,1106.71,810.19,1107,810,-1393.29,-189.81,TeX Live pst-geo cities.data,722
Montevideo,Uruguay,-56.183333,-34.883333,1719.68,1651.16,1720,1651,-780.32,651.16,TeX Live pst-geo cities.data,723
Montgomery,"USA, AL",-86.316667,32.383333,1301.16,716.9,1301,717,-1198.84,-283.1,TeX Live pst-geo cities.data,724
Montpellier,Frankreich,3.883333,43.6,2553.94,561.11,2554,561,53.94,-438.89,TeX Live pst-geo cities.data,725
Montreal,Kanada,-73.583333,45.5,1478.01,534.72,1478,535,-1021.99,-465.28,TeX Live pst-geo cities.data,726
Mopti,Mali,-4.166667,14.483333,2442.13,965.51,2442,966,-57.87,-34.49,TeX Live pst-geo cities.data,727
Moratuwa,Sri Lanka,79.883333,6.783333,3609.49,1072.45,3609,1072,1109.49,72.45,TeX Live pst-geo cities.data,728
Moroni,Komoren,43.266667,-11.666667,3100.93,1328.7,3101,1329,600.93,328.7,TeX Live pst-geo cities.data,729
Moskau,Sowjetunion,37.583333,55.75,3021.99,392.36,3022,392,521.99,-607.64,TeX Live pst-geo cities.data,730
Mossul,Irak,43.133333,36.35,3099.07,661.81,3099,662,599.07,-338.19,TeX Live pst-geo cities.data,731
Moulmein,Myanmar,97.65,16.5,3856.25,937.5,3856,938,1356.25,-62.5,TeX Live pst-geo cities.data,732
Mount Vernon,"USA, NY",-73.816667,40.916667,1474.77,598.38,1475,598,-1025.23,-401.62,TeX Live pst-geo cities.data,733
Mukalla,Jemen,49.116667,14.566667,3182.18,964.35,3182,964,682.18,-35.65,TeX Live pst-geo cities.data,734
Multan,Pakistan,71.6,30.166667,3494.44,747.69,3494,748,994.44,-252.31,TeX Live pst-geo cities.data,736
Muncie,"USA, IN",-85.383333,40.183333,1314.12,608.56,1314,609,-1185.88,-391.44,TeX Live pst-geo cities.data,738
Mwanza,Tansania,32.933333,-2.516667,2957.41,1201.62,2957,1202,457.41,201.62,TeX Live pst-geo cities.data,740
Mülheim,Deutschland,6.883333,51.433333,2595.6,452.31,2596,452,95.6,-547.69,TeX Live pst-geo cities.data,735
München,Deutschland,11.583333,48.15,2660.88,497.92,2661,498,160.88,-502.08,TeX Live pst-geo cities.data,737
Münster,Deutschland,7.633333,51.966667,2606.02,444.91,2606,445,106.02,-555.09,TeX Live pst-geo cities.data,739
N'djamena,Tschad,14.983333,12.166667,2708.1,997.69,2708,998,208.1,-2.31,TeX Live pst-geo cities.data,758
Nacala,Mosambik,40.666667,-14.55,3064.81,1368.75,3065,1369,564.81,368.75,TeX Live pst-geo cities.data,741
Nagasaki,Japan,129.916667,32.8,4304.4,711.11,4304,711,1804.4,-288.89,TeX Live pst-geo cities.data,742
Nagoya,Japan,136.883333,35.133333,4401.16,678.7,4401,679,1901.16,-321.3,TeX Live pst-geo cities.data,743
Nagpur,Indien,79.2,21.166667,3600.0,872.69,3600,873,1100.0,-127.31,TeX Live pst-geo cities.data,744
Nairobi,Kenia,36.816667,-1.283333,3011.34,1184.49,3011,1184,511.34,184.49,TeX Live pst-geo cities.data,745
Najaf,Irak,44.316667,31.983333,3115.51,722.45,3116,722,615.51,-277.55,TeX Live pst-geo cities.data,746
Nakhon Rathisama,Thailand,102.1,15.0,3918.06,958.33,3918,958,1418.06,-41.67,TeX Live pst-geo cities.data,747
Nakhon Si Thammarat,Thailand,99.966667,8.4,3888.43,1050.0,3888,1050,1388.43,50.0,TeX Live pst-geo cities.data,748
Nakuru,Kenia,36.066667,-0.266667,3000.93,1170.37,3001,1170,500.93,170.37,TeX Live pst-geo cities.data,749
Namur,Belgien,4.866667,50.466667,2567.59,465.74,2568,466,67.59,-534.26,TeX Live pst-geo cities.data,750
Nanjing,China,118.783333,32.05,4149.77,721.53,4150,722,1649.77,-278.47,TeX Live pst-geo cities.data,751
Nantes,Frankreich,-1.55,47.216667,2478.47,510.88,2478,511,-21.53,-489.12,TeX Live pst-geo cities.data,752
Nashua,"USA, NH",-71.466667,42.75,1507.41,572.92,1507,573,-992.59,-427.08,TeX Live pst-geo cities.data,753
Nashville,"USA, TN",-86.783333,36.166667,1294.68,664.35,1295,664,-1205.32,-335.65,TeX Live pst-geo cities.data,754
Nassau,Bahamas,-77.35,25.083333,1425.69,818.29,1426,818,-1074.31,-181.71,TeX Live pst-geo cities.data,755
Natchez,"USA, MS",-91.383333,31.566667,1230.79,728.24,1231,728,-1269.21,-271.76,TeX Live pst-geo cities.data,756
Natitingou,Benin,1.483333,10.283333,2520.6,1023.84,2521,1024,20.6,23.84,TeX Live pst-geo cities.data,757
Ndola,Sambia,28.65,-13.0,2897.92,1347.22,2898,1347,397.92,347.22,TeX Live pst-geo cities.data,759
Neapel,Italien,14.25,40.833333,2697.92,599.54,2698,600,197.92,-400.46,TeX Live pst-geo cities.data,760
Nee Soon,Singapur,103.816667,1.4,3941.9,1147.22,3942,1147,1441.9,147.22,TeX Live pst-geo cities.data,761
Neu-Delhi,Indien,77.2,28.6,3572.22,769.44,3572,769,1072.22,-230.56,TeX Live pst-geo cities.data,762
Neuchatel,Schweiz,6.933333,46.983333,2596.3,514.12,2596,514,96.3,-485.88,TeX Live pst-geo cities.data,763
Neuss,Deutschland,6.7,51.2,2593.06,455.56,2593,456,93.06,-544.44,TeX Live pst-geo cities.data,764
New Bedford,"USA, MA",-70.933333,41.633333,1514.81,588.43,1515,588,-985.19,-411.57,TeX Live pst-geo cities.data,765
New Haven,"USA, CT",-72.916667,41.3,1487.27,593.06,1487,593,-1012.73,-406.94,TeX Live pst-geo cities.data,766
New Orleans,"USA, LA",-90.066667,29.95,1249.07,750.69,1249,751,-1250.93,-249.31,TeX Live pst-geo cities.data,767
New York,"USA, NY",-74.0,40.75,1472.22,600.69,1472,601,-1027.78,-399.31,TeX Live pst-geo cities.data,768
Newark,"USA, NJ",-74.166667,40.733333,1469.91,600.93,1470,601,-1030.09,-399.07,TeX Live pst-geo cities.data,769
Newcastle,Australien,151.75,-32.916667,4607.64,1623.84,4608,1624,2107.64,623.84,TeX Live pst-geo cities.data,770
Newport,"USA, RI",-71.316667,41.483333,1509.49,590.51,1509,591,-990.51,-409.49,TeX Live pst-geo cities.data,771
Newport News,"USA, VA",-76.416667,36.983333,1438.66,653.01,1439,653,-1061.34,-346.99,TeX Live pst-geo cities.data,772
Nha Trang,Vietnam,109.166667,12.25,4016.2,996.53,4016,997,1516.2,-3.47,TeX Live pst-geo cities.data,773
Niagara Falls,"USA, NY",-79.05,43.1,1402.08,568.06,1402,568,-1097.92,-431.94,TeX Live pst-geo cities.data,774
Niamey,Niger,2.083333,13.533333,2528.94,978.7,2529,979,28.94,-21.3,TeX Live pst-geo cities.data,775
Nice,Frankreich,7.25,43.7,2600.69,559.72,2601,560,100.69,-440.28,TeX Live pst-geo cities.data,776
Nijmegen,Niederlande,5.866667,51.833333,2581.48,446.76,2581,447,81.48,-553.24,TeX Live pst-geo cities.data,777
Nikosia,Zypern,33.383333,35.183333,2963.66,678.01,2964,678,463.66,-321.99,TeX Live pst-geo cities.data,778
Nisch,Jugoslawien,21.9,43.333333,2804.17,564.81,2804,565,304.17,-435.19,TeX Live pst-geo cities.data,779
Norfolk,"USA, VA",-76.283333,36.85,1440.51,654.86,1441,655,-1059.49,-345.14,TeX Live pst-geo cities.data,781
Norrkoeping,Schweden,16.166667,58.583333,2724.54,353.01,2725,353,224.54,-646.99,TeX Live pst-geo cities.data,782
Norwich,"USA, CT",-72.083333,41.516667,1498.84,590.05,1499,590,-1001.16,-409.95,TeX Live pst-geo cities.data,783
Nouadhibou,Mauretanien,-17.016667,20.9,2263.66,876.39,2264,876,-236.34,-123.61,TeX Live pst-geo cities.data,784
Nouakchott,Mauretanien,-15.966667,18.15,2278.24,914.58,2278,915,-221.76,-85.42,TeX Live pst-geo cities.data,785
Nova Iguacu,Brasilien,-43.466667,-22.75,1896.3,1482.64,1896,1483,-603.7,482.64,TeX Live pst-geo cities.data,786
Novi Sad,Jugoslawien,19.85,45.25,2775.69,538.19,2776,538,275.69,-461.81,TeX Live pst-geo cities.data,787
Novosibirsk,Sowjetunion,82.916667,55.033333,3651.62,402.31,3652,402,1151.62,-597.69,TeX Live pst-geo cities.data,788
Nuku'alofa,Tonga,-175.233333,-21.15,66.2,1460.42,66,1460,-2433.8,460.42,TeX Live pst-geo cities.data,789
Nzerekore,Guinea,-8.816667,7.75,2377.55,1059.03,2378,1059,-122.45,59.03,TeX Live pst-geo cities.data,791
Nürnberg,Deutschland,11.083333,49.45,2653.94,479.86,2654,480,153.94,-520.14,TeX Live pst-geo cities.data,790
Oakland,"USA, CA",-122.266667,37.8,801.85,641.67,802,642,-1698.15,-358.33,TeX Live pst-geo cities.data,792
Oberhausen,Deutschland,6.85,51.466667,2595.14,451.85,2595,452,95.14,-548.15,TeX Live pst-geo cities.data,793
Odense,Dänemark,10.416667,55.4,2644.68,397.22,2645,397,144.68,-602.78,TeX Live pst-geo cities.data,794
Odessa,Sowjetunion,30.733333,46.466667,2926.85,521.3,2927,521,426.85,-478.7,TeX Live pst-geo cities.data,795
Odessa,"USA, TX",-102.366667,31.85,1078.24,724.31,1078,724,-1421.76,-275.69,TeX Live pst-geo cities.data,796
Oerebro,Schweden,15.083333,59.3,2709.49,343.06,2709,343,209.49,-656.94,TeX Live pst-geo cities.data,797
Offenbach,Deutschland,8.766667,50.1,2621.76,470.83,2622,471,121.76,-529.17,TeX Live pst-geo cities.data,798
Ogbomosho,Nigeria,4.183333,8.083333,2558.1,1054.4,2558,1054,58.1,54.4,TeX Live pst-geo cities.data,799
Ogden,"USA, UT",-111.966667,41.233333,944.91,593.98,945,594,-1555.09,-406.02,TeX Live pst-geo cities.data,800
Oklahoma City,"USA, OK",-97.516667,35.466667,1145.6,674.07,1146,674,-1354.4,-325.93,TeX Live pst-geo cities.data,801
Oldenburg,Deutschland,8.2,53.166667,2613.89,428.24,2614,428,113.89,-571.76,TeX Live pst-geo cities.data,802
Olomouc,Tschechien,17.25,49.633333,2739.58,477.31,2740,477,239.58,-522.69,TeX Live pst-geo cities.data,803
Omaha,"USA, NE",-95.933333,41.266667,1167.59,593.52,1168,594,-1332.41,-406.48,TeX Live pst-geo cities.data,804
Omdurman,Sudan,32.483333,15.616667,2951.16,949.77,2951,950,451.16,-50.23,TeX Live pst-geo cities.data,805
Omsk,Sowjetunion,73.4,55.0,3519.44,402.78,3519,403,1019.44,-597.22,TeX Live pst-geo cities.data,806
Oostende,Belgien,2.916667,51.216667,2540.51,455.32,2541,455,40.51,-544.68,TeX Live pst-geo cities.data,807
Oran,Algerien,-0.633333,35.75,2491.2,670.14,2491,670,-8.8,-329.86,TeX Live pst-geo cities.data,808
Orange Walk,Belize,-88.516667,18.1,1270.6,915.28,1271,915,-1229.4,-84.72,TeX Live pst-geo cities.data,809
Oranjestad,Niederländ. Antillen,-70.033333,12.533333,1527.31,992.59,1527,993,-972.69,-7.41,TeX Live pst-geo cities.data,810
Orlando,"USA, FL",-81.383333,28.55,1369.68,770.14,1370,770,-1130.32,-229.86,TeX Live pst-geo cities.data,811
Oruro,Bolivien,-67.133333,-17.983333,1567.59,1416.44,1568,1416,-932.41,416.44,TeX Live pst-geo cities.data,812
Osaka,Japan,135.5,34.666667,4381.94,685.19,4382,685,1881.94,-314.81,TeX Live pst-geo cities.data,813
Oshkosh,"USA, WI",-88.55,44.016667,1270.14,555.32,1270,555,-1229.86,-444.68,TeX Live pst-geo cities.data,814
Osijek,Kroatien,18.683333,45.55,2759.49,534.03,2759,534,259.49,-465.97,TeX Live pst-geo cities.data,815
Oslo,Norwegen,10.733333,59.916667,2649.07,334.49,2649,334,149.07,-665.51,TeX Live pst-geo cities.data,816
Osnabrück,Deutschland,8.05,52.266667,2611.81,440.74,2612,441,111.81,-559.26,TeX Live pst-geo cities.data,817
Ostrava,Slovakei,18.25,49.833333,2753.47,474.54,2753,475,253.47,-525.46,TeX Live pst-geo cities.data,818
Ottawa,Kanada,-75.7,45.416667,1448.61,535.88,1449,536,-1051.39,-464.12,TeX Live pst-geo cities.data,819
Ouagadougou,Burkina Faso,-1.516667,12.366667,2478.94,994.91,2479,995,-21.06,-5.09,TeX Live pst-geo cities.data,820
Oujda,Marokko,-1.75,34.683333,2475.69,684.95,2476,685,-24.31,-315.05,TeX Live pst-geo cities.data,821
Oulu,Finnland,25.433333,65.0,2853.24,263.89,2853,264,353.24,-736.11,TeX Live pst-geo cities.data,822
Owensboro,"USA, KY",-87.116667,37.766667,1290.05,642.13,1290,642,-1209.95,-357.87,TeX Live pst-geo cities.data,823
Oxford,Großbritannien,-1.25,51.75,2482.64,447.92,2483,448,-17.36,-552.08,TeX Live pst-geo cities.data,824
Padang,Indonesien,120.45,-6.2,4172.92,1252.78,4173,1253,1672.92,252.78,TeX Live pst-geo cities.data,825
Paderborn,Deutschland,8.766667,51.716667,2621.76,448.38,2622,448,121.76,-551.62,TeX Live pst-geo cities.data,826
Pakse,Laos,105.833333,14.15,3969.91,970.14,3970,970,1469.91,-29.86,TeX Live pst-geo cities.data,827
Palembang,Indonesien,104.75,-2.983333,3954.86,1208.1,3955,1208,1454.86,208.1,TeX Live pst-geo cities.data,828
Palermo,Italien,13.366667,38.116667,2685.65,637.27,2686,637,185.65,-362.73,TeX Live pst-geo cities.data,829
Palm Springs,"USA, CA",-116.55,33.833333,881.25,696.76,881,697,-1618.75,-303.24,TeX Live pst-geo cities.data,830
Palma de Mallorca,Spanien,2.65,39.583333,2536.81,616.9,2537,617,36.81,-383.1,TeX Live pst-geo cities.data,831
Panama City,Panama,-79.533333,8.95,1395.37,1042.36,1395,1042,-1104.63,42.36,TeX Live pst-geo cities.data,832
Panchiao,Taiwan,121.45,25.016667,4186.81,819.21,4187,819,1686.81,-180.79,TeX Live pst-geo cities.data,833
Papeete,Tahiti,-149.566667,-17.533333,422.69,1410.19,423,1410,-2077.31,410.19,TeX Live pst-geo cities.data,834
Paramaribo,Surinam,-55.216667,5.833333,1733.1,1085.65,1733,1086,-766.9,85.65,TeX Live pst-geo cities.data,835
Paris,Frankreich,2.333333,48.866667,2532.41,487.96,2532,488,32.41,-512.04,TeX Live pst-geo cities.data,836
Pasadena,"USA, CA",-118.15,34.15,859.03,692.36,859,692,-1640.97,-307.64,TeX Live pst-geo cities.data,837
Pasay,Philippinen,121.0,14.55,4180.56,964.58,4181,965,1680.56,-35.42,TeX Live pst-geo cities.data,838
Paterson,"USA, NJ",-74.166667,40.916667,1469.91,598.38,1470,598,-1030.09,-401.62,TeX Live pst-geo cities.data,839
Patras,Griechenland,21.733333,38.233333,2801.85,635.65,2802,636,301.85,-364.35,TeX Live pst-geo cities.data,840
Pau,Frankreich,-0.366667,43.3,2494.91,565.28,2495,565,-5.09,-434.72,TeX Live pst-geo cities.data,841
Paysandu,Uruguay,-58.083333,-32.35,1693.29,1615.97,1693,1616,-806.71,615.97,TeX Live pst-geo cities.data,842
Pecs,Ungarn,18.25,46.066667,2753.47,526.85,2753,527,253.47,-473.15,TeX Live pst-geo cities.data,843
Pedro Juan Caballero,Paraguay,-55.733333,-22.5,1725.93,1479.17,1726,1479,-774.07,479.17,TeX Live pst-geo cities.data,844
Pensacola,"USA, FL",-87.216667,30.416667,1288.66,744.21,1289,744,-1211.34,-255.79,TeX Live pst-geo cities.data,845
Peoria,"USA, IL",-89.6,40.7,1255.56,601.39,1256,601,-1244.44,-398.61,TeX Live pst-geo cities.data,846
Pereira,Kolumbien,-75.766667,4.783333,1447.69,1100.23,1448,1100,-1052.31,100.23,TeX Live pst-geo cities.data,847
Perm,Sowjetunion,56.25,58.0,3281.25,361.11,3281,361,781.25,-638.89,TeX Live pst-geo cities.data,848
Perth,Australien,115.833333,-31.933333,4108.8,1610.19,4109,1610,1608.8,610.19,TeX Live pst-geo cities.data,849
Petach Tikwa,Israel,34.916667,31.866667,2984.95,724.07,2985,724,484.95,-275.93,TeX Live pst-geo cities.data,850
Petersburg,"USA, VA",-77.4,37.233333,1425.0,649.54,1425,650,-1075.0,-350.46,TeX Live pst-geo cities.data,851
Petingen,Luxemburg,5.883333,49.55,2581.71,478.47,2582,478,81.71,-521.53,TeX Live pst-geo cities.data,852
Pforzheim,Deutschland,8.7,48.883333,2620.83,487.73,2621,488,120.83,-512.27,TeX Live pst-geo cities.data,853
Philadelphia,"USA, PA",-75.15,39.95,1456.25,611.81,1456,612,-1043.75,-388.19,TeX Live pst-geo cities.data,854
Phnom Penh,Kambodscha,104.916667,11.55,3957.18,1006.25,3957,1006,1457.18,6.25,TeX Live pst-geo cities.data,855
Phoenix,"USA, AZ",-112.066667,33.45,943.52,702.08,944,702,-1556.48,-297.92,TeX Live pst-geo cities.data,856
Pinang,Malaysia,100.466667,5.5,3895.37,1090.28,3895,1090,1395.37,90.28,TeX Live pst-geo cities.data,857
Pine Bluff,"USA, AR",-92.016667,34.216667,1221.99,691.44,1222,691,-1278.01,-308.56,TeX Live pst-geo cities.data,858
Piraeus,Griechenland,23.7,37.95,2829.17,639.58,2829,640,329.17,-360.42,TeX Live pst-geo cities.data,859
Pittsburgh,"USA, PA",-80.0,40.433333,1388.89,605.09,1389,605,-1111.11,-394.91,TeX Live pst-geo cities.data,860
Pittsfield,"USA, MA",-73.25,42.45,1482.64,577.08,1483,577,-1017.36,-422.92,TeX Live pst-geo cities.data,861
Piura,Peru,-80.633333,-5.25,1380.09,1239.58,1380,1240,-1119.91,239.58,TeX Live pst-geo cities.data,862
Plovdiv,Bulgarien,24.75,42.133333,2843.75,581.48,2844,581,343.75,-418.52,TeX Live pst-geo cities.data,863
Plymouth,Großbritannien,-4.1,50.383333,2443.06,466.9,2443,467,-56.94,-533.1,TeX Live pst-geo cities.data,864
Plzen,Tschechien,13.416667,49.75,2686.34,475.69,2686,476,186.34,-524.31,TeX Live pst-geo cities.data,865
Pocatello,"USA, ID",-112.45,42.866667,938.19,571.3,938,571,-1561.81,-428.7,TeX Live pst-geo cities.data,866
Pointe-Noire,Kongo,11.883333,-4.766667,2665.05,1232.87,2665,1233,165.05,232.87,TeX Live pst-geo cities.data,867
Poona,Indien,73.966667,18.566667,3527.31,908.8,3527,909,1027.31,-91.2,TeX Live pst-geo cities.data,868
Pori,Finnland,21.75,61.466667,2802.08,312.96,2802,313,302.08,-687.04,TeX Live pst-geo cities.data,869
Port Arthur,"USA, TX",-93.933333,29.9,1195.37,751.39,1195,751,-1304.63,-248.61,TeX Live pst-geo cities.data,872
Port Elizabeth,Südafrika,25.6,-33.966667,2855.56,1638.43,2856,1638,355.56,638.43,TeX Live pst-geo cities.data,873
Port Louis,Mauritius,57.5,-20.166667,3298.61,1446.76,3299,1447,798.61,446.76,TeX Live pst-geo cities.data,874
Port Moresby,Papua-Neuguinea,147.133333,-9.483333,4543.52,1298.38,4544,1298,2043.52,298.38,TeX Live pst-geo cities.data,875
Port Of Spain,Trinidad und Tobago,-61.516667,10.65,1645.6,1018.75,1646,1019,-854.4,18.75,TeX Live pst-geo cities.data,876
Port Said,Ägypten,32.3,31.283333,2948.61,732.18,2949,732,448.61,-267.82,TeX Live pst-geo cities.data,877
Port Sudan,Sudan,37.116667,19.633333,3015.51,893.98,3016,894,515.51,-106.02,TeX Live pst-geo cities.data,878
Port Vila,Vanuatu,168.3,-17.75,4837.5,1413.19,4838,1413,2337.5,413.19,TeX Live pst-geo cities.data,879
Port-Au-Prince,Haiti,-72.333333,18.533333,1495.37,909.26,1495,909,-1004.63,-90.74,TeX Live pst-geo cities.data,870
Port-Gentil,Gabun,8.833333,-0.666667,2622.69,1175.93,2623,1176,122.69,175.93,TeX Live pst-geo cities.data,871
Portland,"USA, ME",-70.25,43.666667,1524.31,560.19,1524,560,-975.69,-439.81,TeX Live pst-geo cities.data,880
Portland,"USA, OR",-122.683333,45.516667,796.06,534.49,796,534,-1703.94,-465.51,TeX Live pst-geo cities.data,881
Porto,Portugal,-8.616667,41.15,2380.32,595.14,2380,595,-119.68,-404.86,TeX Live pst-geo cities.data,882
Porto Alegre,Brasilien,-51.216667,-30.05,1788.66,1584.03,1789,1584,-711.34,584.03,TeX Live pst-geo cities.data,883
Porto Novo,Benin,2.783333,6.5,2538.66,1076.39,2539,1076,38.66,76.39,TeX Live pst-geo cities.data,884
